"AAOI"	0.900	1.300	1.400	1.100	0.300	1.000	0.300	0.400	0.200	0.400	0.500	0.500	0.400	0.300	5.200	6.500	7.600	8.500	16.000	20.900	4.700	5.400	6.000	8.400	7.800	8.400	7.200	7.400	-99999999.990	-5.850	-5.900	6.330	8.040	10.580	8.160	10.270	9.820	9.800	9.780	10.930	12.890	14.850	-99999999.990	-99999999.990	-99999999.990	15.010	11.220	17.160	12.480	17.360	20.620	17.990	11.150	19.230	45.920	65.450
"AAON"	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	2.060	2.210	2.500	2.980	3.180	3.310	3.460	3.660	3.330	3.560	3.680	3.870	3.890	4.020	8.359	9.107	9.276	21.300	22.390	23.220	22.510	22.520	20.470	24.800	27.510	29.950	33.650	36.300
"AAT"	43.300	54.600	57.300	58.000	53.000	47.300	11.200	11.300	13.000	12.900	13.200	13.000	12.800	13.300	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	3.110	17.030	16.480	16.400	17.490	17.990	17.710	17.820	17.680	17.540	17.320	17.460	17.800	18.080	-99999999.990	20.510	27.930	31.430	39.810	38.350	41.020	39.210	42.160	37.090	42.440	39.710	44.000	39.380
"AAWW"	23.700	14.500	45.800	81.300	103.800	95.700	24.900	21.600	24.800	20.900	20.200	20.300	19.800	19.700	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	40.590	43.370	48.610	51.600	56.640	58.560	60.540	59.990	58.120	58.910	59.720	59.740	60.670	58.720	55.830	38.430	44.320	41.150	49.300	41.340	45.350	54.960	41.240	36.210	41.420	41.850	56.850	49.550
"AAXN"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.400	10.000	8.100	8.900	13.100	21.000	5.200	5.900	5.900	6.200	5.900	6.600	8.600	11.100	1.880	1.390	1.620	2.090	2.440	2.930	2.870	2.780	2.930	2.850	2.560	2.710	2.890	3.000	4.700	5.120	8.940	15.880	26.480	17.290	23.480	33.310	23.410	19.380	24.880	22.380	25.670	25.990
"ABAX"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	12.200	13.600	13.600	16.300	17.700	4.700	4.700	4.400	4.500	5.200	4.900	4.800	4.900	7.540	7.240	8.030	8.710	9.790	10.430	9.930	10.240	10.570	10.460	10.780	11.240	11.500	11.810	26.850	27.670	37.100	40.012	56.830	55.680	60.920	51.480	50.210	39.220	47.230	47.740	49.850	47.360
"ABCB"	29.800	27.500	15.100	10.100	14.700	14.900	3.500	3.800	4.000	4.100	4.800	5.100	5.700	6.500	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	10.890	10.370	10.560	12.070	14.090	16.210	15.120	15.600	15.980	18.340	17.970	18.430	18.510	21.260	10.540	10.280	12.490	21.110	25.640	33.990	26.170	25.290	31.500	26.990	29.700	36.300	48.300	44.650
"ABG"	10.400	10.100	12.000	12.500	12.400	16.100	4.000	4.100	4.100	4.400	5.000	5.000	4.900	5.300	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	8.920	10.270	12.950	15.980	14.880	11.960	13.720	12.140	12.530	9.950	9.940	11.620	12.950	14.200	18.480	21.560	32.030	53.740	75.920	67.440	78.670	90.620	79.200	58.400	52.740	50.950	65.150	56.200
"ABM"	4.600	15.800	10.000	12.900	10.700	10.200	2.500	2.400	2.600	2.700	2.400	2.600	2.700	3.200	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	-99999999.990	14.180	14.980	15.750	16.710	17.270	17.770	17.610	17.370	17.770	17.590	17.590	17.760	17.390	16.200	26.300	20.620	19.950	28.590	28.650	28.470	31.090	32.870	28.400	31.400	36.480	39.080	40.790	42.240
"ACET"	0.200	1.600	2.600	2.100	2.100	4.000	1.000	0.800	1.900	2.200	2.200	2.200	2.700	5.300	-99999999.990	-99999999.990	1.600	2.800	5.200	5.900	2.700	1.400	2.500	2.300	1.700	1.100	1.300	2.600	5.590	6.210	6.320	7.190	8.340	8.850	8.830	9.150	9.820	10.250	10.430	10.500	13.200	11.570	9.000	6.900	10.050	25.010	21.700	26.980	21.410	24.630	30.160	21.450	21.890	18.330	15.340	14.100
