Market_and_Exchange_Names	As_of_Date_In_Form_YYMMDD	Report_Date_as_MM_DD_YYYY	CFTC_Contract_Market_Code	CFTC_Market_Code	CFTC_Region_Code	CFTC_Commodity_Code	Open_Interest_All	Dealer_Positions_Long_All	Dealer_Positions_Short_All	Dealer_Positions_Spread_All	Asset_Mgr_Positions_Long_All	Asset_Mgr_Positions_Short_All	Asset_Mgr_Positions_Spread_All	Lev_Money_Positions_Long_All	Lev_Money_Positions_Short_All	Lev_Money_Positions_Spread_All	Other_Rept_Positions_Long_All	Other_Rept_Positions_Short_All	Other_Rept_Positions_Spread_All	Tot_Rept_Positions_Long_All	Tot_Rept_Positions_Short_All	NonRept_Positions_Long_All	NonRept_Positions_Short_All	Change_in_Open_Interest_All	Change_in_Dealer_Long_All	Change_in_Dealer_Short_All	Change_in_Dealer_Spread_All	Change_in_Asset_Mgr_Long_All	Change_in_Asset_Mgr_Short_All	Change_in_Asset_Mgr_Spread_All	Change_in_Lev_Money_Long_All	Change_in_Lev_Money_Short_All	Change_in_Lev_Money_Spread_All	Change_in_Other_Rept_Long_All	Change_in_Other_Rept_Short_All	Change_in_Other_Rept_Spread_All	Change_in_Tot_Rept_Long_All	Change_in_Tot_Rept_Short_All	Change_in_NonRept_Long_All	Change_in_NonRept_Short_All	Pct_of_Open_Interest_All	Pct_of_OI_Dealer_Long_All	Pct_of_OI_Dealer_Short_All	Pct_of_OI_Dealer_Spread_All	Pct_of_OI_Asset_Mgr_Long_All	Pct_of_OI_Asset_Mgr_Short_All	Pct_of_OI_Asset_Mgr_Spread_All	Pct_of_OI_Lev_Money_Long_All	Pct_of_OI_Lev_Money_Short_All	Pct_of_OI_Lev_Money_Spread_All	Pct_of_OI_Other_Rept_Long_All	Pct_of_OI_Other_Rept_Short_All	Pct_of_OI_Other_Rept_Spread_All	Pct_of_OI_Tot_Rept_Long_All	Pct_of_OI_Tot_Rept_Short_All	Pct_of_OI_NonRept_Long_All	Pct_of_OI_NonRept_Short_All	Traders_Tot_All	Traders_Dealer_Long_All	Traders_Dealer_Short_All	Traders_Dealer_Spread_All	Traders_Asset_Mgr_Long_All	Traders_Asset_Mgr_Short_All	Traders_Asset_Mgr_Spread_All	Traders_Lev_Money_Long_All	Traders_Lev_Money_Short_All	Traders_Lev_Money_Spread_All	Traders_Other_Rept_Long_All	Traders_Other_Rept_Short_All	Traders_Other_Rept_Spread_All	Traders_Tot_Rept_Long_All	Traders_Tot_Rept_Short_All	Conc_Gross_LE_4_TDR_Long_All	Conc_Gross_LE_4_TDR_Short_All	Conc_Gross_LE_8_TDR_Long_All	Conc_Gross_LE_8_TDR_Short_All	Conc_Net_LE_4_TDR_Long_All	Conc_Net_LE_4_TDR_Short_All	Conc_Net_LE_8_TDR_Long_All	Conc_Net_LE_8_TDR_Short_All	Contract_Units	CFTC_SubGroup_Code	FutOnly_or_Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180904	9-4-2018	090741	CME 	00	090 	171179	37554	23267	7142	42614	27340	3919	18830	51288	19106	8294	2093	1471	138930	135625	32249	35554	2384	3489	-96	1945	-100	1306	-88	-1071	-1700	-2754	548	484	217	2186	-685	198	3069	100	21.9	13.6	4.2	24.9	16	2.3	11	30	11.2	4.8	1.2	0.9	81.2	79.2	18.8	20.8	114	8	6	10	11	16	5	18	39	19	9	6	6	67	87	30.2	22.5	42	32.6	29	21.8	40	31	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180828	8-28-2018	090741	CME 	00	090 	168795	34066	23363	5196	42714	26034	4007	19901	52987	21859	7746	1609	1254	136744	136310	32051	32485	4175	-1570	2372	-467	2986	-3852	312	1137	2795	2982	-308	-134	118	5191	4126	-1016	49	100	20.2	13.8	3.1	25.3	15.4	2.4	11.8	31.4	13	4.6	1	0.7	81	80.8	19	19.2	114	8	6	6	10	17	5	21	39	24	7	6	6	68	87	29.5	22.6	40.9	32.4	28.6	21.7	39.7	30.5	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180821	8-21-2018	090741	CME 	00	090 	164620	35635	20991	5663	39728	29886	3695	18764	50193	18878	8054	1743	1136	131553	132185	33067	32435	1612	-4666	382	528	2137	2118	66	2727	2592	-561	69	369	92	392	5587	1220	-3975	100	21.6	12.8	3.4	24.1	18.2	2.2	11.4	30.5	11.5	4.9	1.1	0.7	79.9	80.3	20.1	19.7	110	9	4	6	11	18	5	18	37	19	7	6	4	61	83	28.9	21.6	40.3	32.6	28	21.3	38.5	31.1	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180814	8-14-2018	090741	CME 	00	090 	163008	40301	20609	5135	37591	27768	3630	16037	47600	19438	7985	1374	1044	131161	126598	31847	36410	-172	1234	-162	485	1154	1249	-61	-3326	-2833	-331	-411	36	102	-1154	-1515	982	1343	100	24.7	12.6	3.2	23.1	17	2.2	9.8	29.2	11.9	4.9	0.8	0.6	80.5	77.7	19.5	22.3	107	9	4	6	11	17	5	20	34	23	7	5	4	61	84	29.8	22.3	41.8	33.1	29	21.9	40.4	32.1	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180807	8-7-2018	090741	CME 	00	090 	163180	39067	20771	4650	36437	26519	3690	19363	50434	19769	8396	1338	942	132314	128113	30866	35067	141	-8641	1533	-223	3855	82	-61	6407	-1025	-2130	193	152	68	-531	-1604	672	1745	100	23.9	12.7	2.8	22.3	16.3	2.3	11.9	30.9	12.1	5.1	0.8	0.6	81.1	78.5	18.9	21.5	114	10	4	7	12	16	5	22	37	24	8	5	4	68	86	28	21.5	39.1	32	27.3	21.5	37.5	30.9	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180731	7-31-2018	090741	CME 	00	090 	163039	47708	19238	4873	32582	26437	3752	12956	51459	21899	8203	1186	873	132846	129716	30193	33323	-8703	-7776	2462	-134	-1663	-3234	-521	1679	-5804	463	97	-25	19	-7835	-6773	-868	-1930	100	29.3	11.8	3	20	16.2	2.3	7.9	31.6	13.4	5	0.7	0.5	81.5	79.6	18.5	20.4	109	10	4	7	10	17	5	19	36	24	8	5	4	66	83	32.3	22.5	43.6	33.9	31.7	22.3	41.4	32.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180724	7-24-2018	090741	CME 	00	090 	171742	55484	16776	5007	34245	29671	4272	11277	57263	21435	8106	1211	854	140681	136489	31061	35253	-5736	-5067	388	314	53	-2742	-231	-6091	-556	1693	571	-1303	18	-8739	-2419	3003	-3317	100	32.3	9.8	2.9	19.9	17.3	2.5	6.6	33.3	12.5	4.7	0.7	0.5	81.9	79.5	18.1	20.5	109	11		8	10	18	5	18	36	24	8	5	4	68	82	34.9	20.9	46	31.7	34.3	20.7	44	30.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180717	7-17-2018	090741	CME 	00	090 	177478	60551	16388	4693	34192	32413	4504	17367	57818	19742	7535	2513	836	149420	138907	28058	38571	-633	105	-178	135	408	-1837	587	-1591	-4568	1817	-982	95	12	491	-3937	-1124	3304	100	34.1	9.2	2.6	19.3	18.3	2.5	9.8	32.6	11.1	4.2	1.4	0.5	84.2	78.3	15.8	21.7	112	12		8	11	19	6	16	37	23	7	7	4	66	87	36.8	20.5	46.5	31.3	36.2	20.3	44.8	31	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180710	7-10-2018	090741	CME 	00	090 	178111	60446	16566	4557	33784	34250	3917	18958	62387	17925	8516	2419	824	148929	142844	29182	35267	-8349	1079	-43	-3696	-1255	1071	-1136	2906	4213	-6020	-123	-237	-80	-8324	-5928	-25	-2421	100	33.9	9.3	2.6	19	19.2	2.2	10.6	35	10.1	4.8	1.4	0.5	83.6	80.2	16.4	19.8	110	11		8	10	18	5	16	39	22	8	5	4	64	85	37.3	19.7	46.9	31.1	36.4	19.5	45.5	30.7	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180703	7-3-2018	090741	CME 	00	090 	186460	59367	16609	8253	35039	33179	5053	16053	58173	23945	8639	2655	904	157254	148772	29206	37688	-1659	16581	-4093	387	1377	2886	-499	-17149	767	-226	-469	-194	-111	-108	-1082	-1551	-577	100	31.8	8.9	4.4	18.8	17.8	2.7	8.6	31.2	12.8	4.6	1.4	0.5	84.3	79.8	15.7	20.2	112	12		9	11	18	5	16	38	22	8	6	4	66	86	36.9	18.5	47.3	29.1	35.7	18.5	43.7	28.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180626	6-26-2018	090741	CME 	00	090 	188119	42786	20702	7866	33662	30293	5552	33201	57406	24171	9108	2849	1015	157362	149854	30757	38265	-29603	30554	-9030	-39195	1209	6918	355	3312	7846	888	-629	203	95	-3411	-31920	-26192	2317	100	22.7	11	4.2	17.9	16.1	3	17.6	30.5	12.8	4.8	1.5	0.5	83.7	79.7	16.3	20.3	108	8	5	8	9	16	4	20	36	19	8	6		63	79	30.6	20.6	44.1	32	29.4	20.5	41.5	30.9	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180619	6-19-2018	090741	CME 	00	090 	217722	12232	29731	47062	32453	23375	5197	29889	49560	23283	9737	2646	920	160773	181774	56949	35948	42295	-9794	18333	6724	-64	1416	1554	14692	10311	1265	-255	447	134	14256	40184	28039	2111	100	5.6	13.7	21.6	14.9	10.7	2.4	13.7	22.8	10.7	4.5	1.2	0.4	73.8	83.5	26.2	16.5	108	9	6	11	10	14	5	21	34	24	9	5		69	82	25.8	31.1	37.4	40.5	14.3	17.8	20.6	26.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180612	6-12-2018	090741	CME 	00	090 	175427	22026	11399	40337	32517	21959	3644	15197	39249	22018	9992	2199	786	146518	141591	28909	33836	-8446	-52	624	-4457	156	361	-1505	-3460	-5530	1589	-72	331	-130	-7931	-8717	-515	271	100	12.6	6.5	23	18.5	12.5	2.1	8.7	22.4	12.6	5.7	1.3	0.4	83.5	80.7	16.5	19.3	93	11		12	10	13	5	16	27	21	9	4		65	69	32.9	28.4	44.1	38.4	18.1	14.2	26.1	22.9	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180605	6-5-2018	090741	CME 	00	090 	183873	22078	10775	44795	32361	21598	5148	18657	44778	20429	10064	1868	916	154449	150308	29424	33565	12242	572	-4052	13267	736	89	-1309	-25	2447	117	-639	830	98	12818	11488	-576	754	100	12	5.9	24.4	17.6	11.7	2.8	10.1	24.4	11.1	5.5	1	0.5	84	81.7	16	18.3	96	11		12	10	12	5	20	27	23	9	4	4	69	71	32.1	30.1	43	40.3	17.1	15.7	24.5	24.4	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180529	5-29-2018	090741	CME 	00	090 	171631	21505	14827	31527	31626	21509	6457	18682	42331	20313	10703	1037	818	141631	138819	30000	32812	14655	-7354	232	16604	1018	422	998	7762	-2836	-2372	1653	2	-311	17998	12740	-3343	1915	100	12.5	8.6	18.4	18.4	12.5	3.8	10.9	24.7	11.8	6.2	0.6	0.5	82.5	80.9	17.5	19.1	102	10		10	12	13	5	19	32	25	10			74	71	29.1	27.5	40.6	38.4	17.4	18.6	25.9	27	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180522	5-22-2018	090741	CME 	00	090 	156976	28859	14595	14923	30608	21087	5459	10920	45166	22685	9050	1035	1129	123633	126079	33343	30897	6861	-3096	3583	7259	-1912	-3936	744	-268	144	2617	-741	-10	68	4670	10469	2191	-3608	100	18.4	9.3	9.5	19.5	13.4	3.5	7	28.8	14.5	5.8	0.7	0.7	78.8	80.3	21.2	19.7	97	11		10	11	12	5	14	34	22	9		5	69	70	26.7	24.9	40.4	37.3	20	20.8	29.5	30.2	"(CONTRACTS OF CAD 100,000)"	F10	Combined
CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE	180515	5-15-2018	090741	CME 	00	090 	150115	31955	11012	7664	32520	25023	4715	11188	45022	20068	9792	1045	1061	118963	115610	31152	34505	-649	5054	827	-764	-1517	-2222	154	-2549	1853	-816	-861	-469	59	-1240	-1378	591	729	100	21.3	7.3	5.1	21.7	16.7	3.1	7.5	30	13.4	6.5	0.7	0.7	79.2	77	20.8	23	95	10	4	8	13	11	5	14	30	20	9		5	64	69	24.1	23.7	38.5	36.3	22.1	23.4	32.7	34.6	"(CONTRACTS OF CAD 100,000)"	F10	Combined
